"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur
urn:lsid:tela-botanica.org:cel:3782820,3782820,"Asplenium trichomanes L., 1753",7728,"Asplenium trichomanes L.",7728,Aspleniaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68875,4.74653,WGS84,France,BRIGNAIS,69027,précise,250,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782821,3782821,"Muscari comosum (L.) Mill., 1768",43036,"Muscari comosum (L.) Mill.",43036,Asparagaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68808,4.74592,WGS84,France,BRIGNAIS,69027,précise,226,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782822,3782822,"Anemone nemorosa L., 1753",4830,"Anemone nemorosa L.",4830,Ranunculaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68705,4.74323,WGS84,France,BRIGNAIS,69027,précise,220,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782823,3782823,"Lamium album L., 1753",37472,"Lamium album L.",37472,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69143,4.73536,WGS84,France,CHAPONOST,69043,précise,230,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782824,3782824,"Luzula sylvatica (Huds.) Gaudin, 1811",75231,"Luzula sylvatica (Huds.) Gaudin",75231,Juncaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68741,4.74189,WGS84,France,BRIGNAIS,69027,précise,220,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782825,3782825,"Ficaria verna Huds., 1762",54960,"Ficaria verna Huds.",27842,Ranunculaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69108,4.74600,WGS84,France,CHAPONOST,69043,précise,278,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782826,3782826,"Polypodium vulgare L., 1753",51834,"Polypodium vulgare L.",51834,Polypodiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68778,4.74062,WGS84,France,BRIGNAIS,69027,précise,221,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782827,3782827,"Lamium galeobdolon (L.) L., 1759",37494,"Lamium galeobdolon (L.) L.",37494,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68866,4.73895,WGS84,France,BRIGNAIS,69027,précise,222,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782828,3782828,"Chelidonium majus L., 1753",16703,"Chelidonium majus L.",16703,Papaveraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69056,4.73883,WGS84,France,CHAPONOST,69043,précise,229,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782829,3782829,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb., 1800",75081,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",75081,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69059,4.73881,WGS84,France,CHAPONOST,69043,précise,229,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782830,3782830,"Geranium robertianum L., 1753",30044,"Geranium robertianum L.",30044,Geraniaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69063,4.73873,WGS84,France,CHAPONOST,69043,précise,229,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782831,3782831,"Vinca major L., 1753",75435,"Vinca major L.",75435,Apocynaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69071,4.73787,WGS84,France,CHAPONOST,69043,précise,229,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782832,3782832,"Glechoma hederacea L., 1753",30252,"Glechoma hederacea L.",30252,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68707,4.74313,WGS84,France,BRIGNAIS,69027,précise,220,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782833,3782833,"Alopecurus pratensis L., 1753",74949,"Alopecurus pratensis L.",74949,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69482,4.74664,WGS84,France,CHAPONOST,69043,précise,304,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782834,3782834,"Myosotis ramosissima Rochel, 1814",43316,"Myosotis ramosissima Rochel",43316,Boraginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70001,4.74702,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782835,3782835,"Oxalis articulata Savigny, 1798",47102,"Oxalis articulata Savigny",47102,Oxalidaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69307,4.72888,WGS84,France,CHAPONOST,69043,précise,272,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3783522,3783522,Paulowniaceae,101076,"Paulowniaceae ",101076,Paulowniaceae,bdtfx,certain,"observation de terrain",widget,1,45.72257,4.82514,WGS84,FR,Lyon,69123,précise,168,"Parc urbain","rangée d' arbres du parc de Gerland 69",2021/05/08,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3783522,"https://api.tela-botanica.org/img:002481149O,","Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3783529,3783529,"Salvia L. [1753]",85383,"Salvia L. [1753]",85383,Lamiaceae,bdtfx,certain,"observation de terrain",widget,1,45.80224,4.96325,WGS84,FR,Vaulx-en-Velin,69256,précise,177,,"Bordure de chemin de terre",2021/05/10,,,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3783530,3783530,"Reseda lutea L. [1753]",75322,"Reseda lutea L. [1753]",75322,Resedaceae,bdtfx,certain,"observation de terrain",widget,1,45.80224,4.96325,WGS84,FR,Vaulx-en-Velin,69256,précise,177,,"Bordure de chemin de terre",2021/05/10,,,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3784172,3784172,"Conopodium majus (Gouan) Loret [1886]",18669,"Conopodium majus (Gouan) Loret [1886]",18669,Apiaceae,bdtfx,certain,"observation de terrain",widget,1,45.71013,4.62499,WGS84,FR,Vaugneray,69255,précise,543,,Bois,2021/05/11,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3784172,"https://api.tela-botanica.org/img:002481904O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3784173,3784173,"Orobanche caryophyllacea Sm. [1798]",46646,"Orobanche caryophyllacea Sm. [1798]",46646,Orobanchaceae,bdtfx,certain,"observation de terrain",widget,1,45.72126,4.59129,WGS84,FR,Yzeron,69269,précise,831,,Champ,2021/05/17,,,"Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3784173,"https://api.tela-botanica.org/img:002481906O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3784533,3784533,"Eschscholzia californica Cham. [1820]",25658,"Eschscholzia californica Cham.",25658,Papaveraceae,bdtfx,certain,"observation de terrain",CEL,1,45.98707,4.74033,WGS84,France,Villefranche-sur-Saône,69264,précise,175,,,2021/05/09,"Jardin privé",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3784534,3784534,"Oxalis corniculata L. [1753]",47119,"Oxalis corniculata L.",47119,Oxalidaceae,bdtfx,certain,"observation de terrain",CEL,1,45.98707,4.74033,WGS84,France,Villefranche-sur-Saône,69264,précise,175,,,2021/05/09,"jardin privé",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3784669,3784669,"Polygonatum odoratum (Mill.) Druce [1906]",51306,"Polygonatum odoratum (Mill.) Druce [1906]",51306,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.73209,4.51586,WGS84,FR,Saint-Genis-l'Argentière,69203,précise,540,Boussoure,"Ourlet en bord de chemin",2021/04/17,,,,,,"Julie R  (http://www.tela-botanica.org/profil:15773)"
urn:lsid:tela-botanica.org:cel:3784670,3784670,"Muscari comosum (L.) Mill. [1768]",43036,"Muscari comosum (L.) Mill. [1768]",43036,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.73011,4.51362,WGS84,FR,Saint-Genis-l'Argentière,69203,précise,531,Boussoure,"Ourlet en bord de chemin",2021/04/17,,,,,,"Julie R  (http://www.tela-botanica.org/profil:15773)"
urn:lsid:tela-botanica.org:cel:3784671,3784671,"Ribes uva-crispa L. [1753]",56165,"Ribes uva-crispa L. [1753]",56165,Grossulariaceae,bdtfx,certain,"observation de terrain",widget,1,45.73368,4.51726,WGS84,FR,Saint-Genis-l'Argentière,69203,précise,545,Boussoure,"Fourré en bord de chemin",2021/04/17,,,,,,"Julie R  (http://www.tela-botanica.org/profil:15773)"
urn:lsid:tela-botanica.org:cel:3784899,3784899,"Melampyrum arvense L. [1753]",41577,"Melampyrum arvense L. [1753]",41577,Orobanchaceae,bdtfx,certain,"observation de terrain",widget,1,45.78836,5.01878,WGS84,FR,Meyzieu,69282,précise,181,"Lac d' Emprunt ","Pelouse sauvage sur terrain sablonneux",2021/05/14,"Très abondants       40- cm de haut",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3784920,3784920,"Helianthemum apenninum (L.) Mill. [1768]",31040,"Helianthemum apenninum (L.) Mill. [1768]",31040,Cistaceae,bdtfx,certain,"observation de terrain",widget,1,45.78901,5.01824,WGS84,FR,Meyzieu,69282,précise,182,"Bord du Lac d' Emprunt","pelouse sablonneuse",2021/05/14,"Très abondant    fleurs blanches     tiges +- rampantes",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3784921,3784921,"Rhinanthus L. [1753]",87112,"Rhinanthus L. [1753]",87112,Orobanchaceae,bdtfx,certain,"observation de terrain",widget,1,45.78901,5.01824,WGS84,FR,Meyzieu,69282,précise,182,"Bord du Lac d' Emprunt","pelouse sablonneuse",2021/05/14,"Très abondant       environ 30 cm de haut",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3784922,3784922,"Himantoglossum hircinum (L.) Spreng. [1826]",75170,"Himantoglossum hircinum (L.) Spreng. [1826]",75170,Orchidaceae,bdtfx,certain,"observation de terrain",widget,1,45.78901,5.01824,WGS84,FR,Meyzieu,69282,précise,182,"Bord du Lac d' Emprunt","pelouse sablonneuse",2021/05/14,"3 plants en début de développement",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3784923,3784923,"Liriodendron tulipifera L. [1753]",39505,"Liriodendron tulipifera L. [1753]",39505,Magnoliaceae,bdtfx,certain,"observation de terrain",widget,1,45.79045,5.02217,WGS84,FR,Meyzieu,69282,précise,182,"Bord du Lac d' Emprunt"," Bord herbacé du lac ",2021/05/14,"4  Tulipiers  mélangés avec d'autres arbres",,,,,"Gentia  (http://www.tela-botanica.org/profil:24607)"
urn:lsid:tela-botanica.org:cel:3786541,3786541,"Turritis glabra L. [1753]",70084,"Turritis glabra L.",70084,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,46.07855,4.55420,WGS84,France,"Le Perréon",69151,précise,498,,,2021/05/22,,,,www.tela-botanica.org/appli:identiplante#obs~3786541,"https://api.tela-botanica.org/img:002484185O.jpg,https://api.tela-botanica.org/img:002484184O.jpg,https://api.tela-botanica.org/img:002484186O.jpg,","Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786543,3786543,"Stellaria holostea L. [1753]",66199,"Stellaria holostea L.",66199,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,46.07788,4.55395,WGS84,France,"Le Perréon",69151,précise,498,,,2021/05/22,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786544,3786544,"Viola arvensis Murray [1770]",72065,"Viola arvensis Murray",72065,Violaceae,bdtfx,certain,"observation de terrain",CEL,1,46.07870,4.55491,WGS84,France,"Le Perréon",69151,précise,498,,,2021/05/22,,,,www.tela-botanica.org/appli:identiplante#obs~3786544,"https://api.tela-botanica.org/img:002484190O.jpg,","Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786545,3786545,"Ornithopus perpusillus L. [1753]",46566,"Ornithopus perpusillus L.",46566,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,46.08283,4.56256,WGS84,France,Marchampt,69151,précise,498,,,2021/05/22,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786546,3786546,"Genista sagittalis L. [1753]",29597,"Genista sagittalis L.",29597,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,46.08820,4.57992,WGS84,France,"Le Perréon",69151,précise,566,,,2021/05/23,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786548,3786548,"Spergula rubra (L.) D.Dietr. [1840]",65580,"Spergula rubra (L.) D.Dietr.",65580,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,46.08785,4.57945,WGS84,France,"Le Perréon",69151,précise,566,,,2021/05/23,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786549,3786549,"Vicia lutea L. [1753]",71660,"Vicia lutea L.",71660,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,46.07073,4.56851,WGS84,France,"Le Perréon",69151,précise,498,,,2021/05/23,,,,,,"Nicolas Faure  (http://www.tela-botanica.org/profil:27794)"
urn:lsid:tela-botanica.org:cel:3786616,3786616,"Rostraria cristata (L.) Tzvelev [1971]",57834,"Rostraria cristata (L.) Tzvelev",57834,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76320,4.87158,WGS84,France,Villeurbanne,69266,précise,174,,,2021/05/27,"Dans pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3786617,3786617,"Vicia hirsuta (L.) Gray [1821]",71616,"Ervilia hirsuta (L.) Opiz",25321,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76318,4.87149,WGS84,France,Villeurbanne,69266,précise,174,,,2021/05/26,"En bord de pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3786618,3786618,"Vicia sativa L. [1753]",71760,"Vicia sativa L.",71760,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76321,4.87161,WGS84,France,Villeurbanne,69266,précise,174,,,2021/05/05,"Zone nue en bordure de pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3786868,3786868,"Hordeum murinum L. [1753]",34857,"Hordeum murinum L.",34857,Poaceae,bdtfx,certain,"observation de terrain",widget,1,45.76322,4.87142,WGS84,FR,Villeurbanne,69266,précise,171,,"Pelouse urbaine",2021/05/31,,,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3786937,3786937,"Lamiaceae ",100913,Lamiaceae,100913,Lamiaceae,Autre/inconnu,certain,"observation de terrain",widget,1,45.82243,4.87218,WGS84,FR,Sathonay-Camp,69292,précise,266,,urbain,2021/04/25,,,,,,"Serge Humbert  (http://www.tela-botanica.org/profil:42607)"
urn:lsid:tela-botanica.org:cel:3787320,3787320,"Rumex pulcher L. [1753]",58852,"Rumex pulcher L.",58852,Polygonaceae,bdtfx,certain,"observation de terrain",CEL,1,45.76320,4.87146,WGS84,France,Villeurbanne,69266,précise,174,,,2021/06/02,"Pelouse urbaine",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3787321,3787321,"bromus diandrus",,,,,Autre/inconnu,certain,"observation de terrain",CEL,1,45.76320,4.87148,WGS84,France,Villeurbanne,69266,précise,174,,,2021/06/02,"Pied de haie dans jardin urbain",,,,,"Jean-François Thomas  (http://www.tela-botanica.org/profil:6174)"
urn:lsid:tela-botanica.org:cel:3788318,3788318,"Ammi majus L. [1753]",4123,"Ammi majus L. [1753]",4123,Apiaceae,bdtfx,certain,"observation de terrain",widget,1,45.83276,4.85400,WGS84,FR,Fontaines-sur-Saône,69088,précise,178,,Jardin,2021/05/31,YAF25414,,"Projets coopératifs, ",,,"Yves Antoinette-font  (http://www.tela-botanica.org/profil:3384)"
urn:lsid:tela-botanica.org:cel:3792719,3792719,"Dianthus armeria subsp. armeria",22016,"Dianthus armeria L. subsp. armeria",22016,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.63801,4.97223,WGS84,France,Saint-Pierre-de-Chandieu,69289,précise,247,,,2021/06/06,,,,www.tela-botanica.org/appli:identiplante#obs~3792719,"https://api.tela-botanica.org/img:002489182O.JPG,https://api.tela-botanica.org/img:002489183O.JPG,","Floetfaune  (http://www.tela-botanica.org/profil:54322)"
urn:lsid:tela-botanica.org:cel:3792734,3792734,"Verbascum blattaria L. [1753]",70759,"Verbascum blattaria L.",70759,Scrophulariaceae,bdtfx,certain,"observation de terrain",CEL,1,45.63885,4.97343,WGS84,France,Saint-Pierre-de-Chandieu,69289,précise,247,,,2021/06/06,,,,www.tela-botanica.org/appli:identiplante#obs~3792734,"https://api.tela-botanica.org/img:002489186O.JPG,https://api.tela-botanica.org/img:002489187O.JPG,","Floetfaune  (http://www.tela-botanica.org/profil:54322)"
urn:lsid:tela-botanica.org:cel:3792765,3792765,"Legousia speculum-veneris (L.) Chaix [1785]",38202,"Legousia speculum-veneris (L.) Chaix",38202,Campanulaceae,bdtfx,certain,"observation de terrain",CEL,1,45.63810,4.97412,WGS84,France,Saint-Pierre-de-Chandieu,69289,précise,247,,,2021/06/06,,,,,,"Floetfaune  (http://www.tela-botanica.org/profil:54322)"
urn:lsid:tela-botanica.org:cel:3792770,3792770,"Campanula rapunculus L. [1753]",75011,"Campanula rapunculus L.",75011,Campanulaceae,bdtfx,certain,"observation de terrain",CEL,1,45.63810,4.97412,WGS84,France,Saint-Pierre-de-Chandieu,69289,précise,247,,,2021/06/06,,,,,,"Floetfaune  (http://www.tela-botanica.org/profil:54322)"
urn:lsid:tela-botanica.org:cel:3792806,3792806,"Potentilla recta L. [1753]",52814,"Potentilla recta L.",52814,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.63810,4.97412,WGS84,France,Saint-Pierre-de-Chandieu,69289,précise,247,,,2021/06/06,,,,www.tela-botanica.org/appli:identiplante#obs~3792806,"https://api.tela-botanica.org/img:002489213O.JPG,","Floetfaune  (http://www.tela-botanica.org/profil:54322)"
urn:lsid:tela-botanica.org:cel:3793028,3793028,"Allium flavum L. [1753]",75445,"Allium flavum L.",75445,Amaryllidaceae,bdtfx,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/26,"jardijn privé",,,www.tela-botanica.org/appli:identiplante#obs~3793028,"https://api.tela-botanica.org/img:002489732O.jpg,https://api.tela-botanica.org/img:002489733O.jpg,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793030,3793030,"Althaea cannabina L. [1753]",3729,"Althaea cannabina L.",3729,Malvaceae,bdtfx,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/26,,,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793032,3793032,"Impatiens balfourii Hook.f. [1903]",35709,"Impatiens balfourii Hook.f.",35709,Balsaminaceae,bdtfx,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/26,,,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793036,3793036,"Asphodeline liburnica (Scop.) Rchb. [1830]",84512,"Asphodeline liburnica (Scop.) Rchb.",84512,Asphodelaceae,bdtfx,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/25,"jardin privé",,,https://www.tela-botanica.org/appli:identiplante?#obs~3793036,"https://api.tela-botanica.org/img:002489752O.jpg, https://api.tela-botanica.org/img:002489753O.jpg, https://api.tela-botanica.org/img:002489754O.jpg","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793040,3793040,"Centaurea alpina L. [1753]",15024,"Rhaponticoides alpina (L.) M.V.Agab. & Greuter",101828,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/26,"jardin privé",,,www.tela-botanica.org/appli:identiplante#obs~3793040,"https://api.tela-botanica.org/img:002489763O.JPG,https://api.tela-botanica.org/img:002489766O.jpg,https://api.tela-botanica.org/img:002489768O.jpg,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793051,3793051,"Rhipsalis baccifera (J.S.Muell.) Stearn [1939]",8914,"Rhipsalis baccifera (J.S.Muell.) Stearn",8914,Cactaceae,bdtxa,certain,"observation de terrain",CEL,1,45.79700,4.84233,WGS84,France,Caluire-et-Cuire,69034,précise,239,,,2021/06/26,"jardin privé",,,www.tela-botanica.org/appli:identiplante#obs~3793051,"https://api.tela-botanica.org/img:002489769O.jpg,https://api.tela-botanica.org/img:002489770O.jpg,https://api.tela-botanica.org/img:002489771O.jpg,https://api.tela-botanica.org/img:002489772O.jpg,https://api.tela-botanica.org/img:002489773O.jpg,https://api.tela-botanica.org/img:002489774O.jpg,https://api.tela-botanica.org/img:002489775O.jpg,https://api.tela-botanica.org/img:002489776O.JPG,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3793541,3793541,"Loncomelos pyrenaicus subsp. pyrenaicus",101433,"Loncomelos pyrenaicus subsp. pyrenaicus ",101433,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,5.01090,45.78940,WGS84,FR,Meyzieu,69282,précise,177,,"Bord de ruisseau, cariçaie sur alluvions ",2021/05/29,,,,,,"Patrick Ressayre  (http://www.tela-botanica.org/profil:15508)"
urn:lsid:tela-botanica.org:cel:3793658,3793658,"Polycarpon tetraphyllum (L.) L. [1759]",51112,"Polycarpon tetraphyllum (L.) L.",51112,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.75781,4.83201,WGS84,France,Lyon,69123,précise,230,,,2021/06/28,"rue de Sévigné",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3794071,3794071,"Cyanus lugdunensis (Jord.) Fourr. [1869]",103645,"Cyanus lugdunensis (Jord.) Fourr.",103645,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69246,4.72857,WGS84,France,Chaponost,69043,précise,300,,,2021/06/08,,,,,,"Pierre Crouzet  (http://www.tela-botanica.org/profil:33567)"
urn:lsid:tela-botanica.org:cel:3794467,3794467,"Lathyrus sylvestris L. [1753]",38026,"Lathyrus sylvestris L.",38026,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,46.15888,4.50693,WGS84,France,Chénelette,69054,précise,694,"Clairière sommitale du Mont Tourvéon",,2021/07/05,,,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3794470,3794470,"Ceratocapnos claviculata (L.) Lidén [1984]",75045,"Ceratocapnos claviculata (L.) Lidén",75045,Papaveraceae,bdtfx,certain,"observation de terrain",CEL,1,46.15972,4.50853,WGS84,France,Chénelette,69261,précise,694,"Parties sommitales du Mont Tourvéon",,2021/07/05,"znieff 820031439 ""Partie sommitale du Mont Tourvéon"".
Plutôt abondant. Présence également dans douglasaie adulte sur contrefort nord du Mont.",,,,,"Michel Gaubert  (http://www.tela-botanica.org/profil:27805)"
urn:lsid:tela-botanica.org:cel:3794508,3794508,"Fallopia dumetorum (L.) Holub [1971]",26477,"Fallopia dumetorum (L.) Holub",26477,Polygonaceae,bdtfx,certain,"observation de terrain",CEL,1,45.75478,4.83822,WGS84,France,Lyon,69123,précise,174,,,2021/07/04,"Berges du Rhône",,,https://www.tela-botanica.org/appli:identiplante?#obs~3794508,"https://api.tela-botanica.org/img:002490758O.jpg, https://api.tela-botanica.org/img:002490759O.jpg, https://api.tela-botanica.org/img:002490760O.JPG, https://api.tela-botanica.org/img:002490761O.JPG, https://api.tela-botanica.org/img:002490762O.JPG, https://api.tela-botanica.org/img:002490763O.jpg, https://api.tela-botanica.org/img:002490764O.jpg, https://api.tela-botanica.org/img:002490765O.jpg, https://api.tela-botanica.org/img:002490766O.jpg, https://api.tela-botanica.org/img:002490767O.jpg, https://api.tela-botanica.org/img:002490768O.jpg, https://api.tela-botanica.org/img:002490769O.jpg, https://api.tela-botanica.org/img:002490770O.jpg, https://api.tela-botanica.org/img:002490771O.jpg, https://api.tela-botanica.org/img:002490772O.jpg, https://api.tela-botanica.org/img:002490773O.jpg, https://api.tela-botanica.org/img:002490774O.jpg, https://api.tela-botanica.org/img:002490775O.jpg, https://api.tela-botanica.org/img:002490776O.jpg, https://api.tela-botanica.org/img:002490777O.jpg, https://api.tela-botanica.org/img:002490778O.jpg","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3794509,3794509,"Echinacea purpurea (L.) Moench [1794]",7931,"Echinacea purpurea (L.) Moench",7931,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.75772,4.84195,WGS84,France,Lyon,69123,précise,174,,,2021/07/05,"plate bande urbaine",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
